city,county,exteriorConstruction,floorSizeValue,hvacTypes,lotSizeValue,lotSizeUnit,mostRecentPricePerSquareFoot,mostRecentStatus,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,numParkingSpaces,parkingTypes,prices,propertyType,province,sewerType,yearBuilt,parkingTypes_cleaned,lotSizeUnit_encoded
Cape Coral,Lee County,"Stucco,Block,Concrete,Stucco,Block, Stucco,Concrete Block, Stucco,Concrete",2561.0,"Central Electric,Heat Pump,CentralAir, Electric,Electric,Central Air,Cooling-Central Air, Electric, Heat Pump,Ridge Vent,Heating-Heat Pump",0.34,Acres,163.99,For Sale,225026435,"CAPE CORAL,Cape Coral,Mariner",3.0,4.0,1.0,2.0,Attached Garage,50000.0,Single Family Dwelling,FL,Septic,2025.0,attached garage,0
Cape Coral,Lee County,"Stucco,Block,Concrete,Stucco,Block, Stucco,Concrete Block, Stucco,Concrete",2561.0,"Central Electric,Heat Pump,CentralAir, Electric,Electric,Central Air,Cooling-Central Air, Electric, Heat Pump,Ridge Vent,Heating-Heat Pump",0.34,Acres,163.99,For Sale,225026435,"CAPE CORAL,Cape Coral,Mariner",3.0,4.0,1.0,2.0,Attached Garage,50000.0,Single Family Dwelling,FL,Public,2025.0,attached garage,0
Thomasville,THOMAS COUNTY,"Brick,Brick, Moulding, Sheetrock Walls",2296.0,"Ceiling Fan(s),Central Heat/Air,Central,Fireplace(s)",33541.0,Square Feet,187.28,For Sale,914117,"Shallowbrook Farms,Thomasville",2.5,3.0,1.0,2.0,Attached Garage,250000.0,Single Family Dwelling,GA,Septic,1999.0,attached garage,1
Cape Coral,Lee County,"Stucco,Block, Stucco,Concrete",1284.0,"Cooling: Central Air, Electric,CentralAir, Electric,Electric,Heating-Electric Heating Central,Cooling Y N: Yes,Central,Heating: Central, Electric,Heating Yn: Yes,Central Air,Cooling-Central Air, Electric",0.23,Acres,232.87,For Sale,224088688,"CAPE CORAL,Jacaranda,Cape Coral,Florida",2.0,3.0,1.0,2.0,Attached Garage,825493.9891451831,Single Family Dwelling,FL,Septic,2024.0,attached garage,0
Cape Coral,Lee County,"Stucco,Block, Stucco,Concrete",1284.0,"Cooling: Central Air, Electric,CentralAir, Electric,Electric,Heating-Electric Heating Central,Cooling Y N: Yes,Central,Heating: Central, Electric,Heating Yn: Yes,Central Air,Cooling-Central Air, Electric",0.23,Acres,232.87,For Sale,224088688,"CAPE CORAL,Jacaranda,Cape Coral,Florida",2.0,3.0,1.0,2.0,Attached Garage,825493.9891451831,Single Family Dwelling,FL,Public,2024.0,attached garage,0
Brentwood,Suffolk County,"Vinyl,Vinyl Siding",1600.0,"Has Cooling,Heating-Gas Heat Forced Air,Cooling-Window/Wall Unit,Wall/window Unit(s),Forced Air,Heating and Cooling,Has Heating,Wall/Window Unit(s),Natural Gas",7405.0,Square Feet,400,For Sale,888606,"New York,Islip",2.0,4.0,1.6356687898089173,4.0,"Driveway,Carport,Detached Garage",108500.0,Single Family Dwelling,NY,Public,1960.0,"carport, detached garage, driveway",1
IRVING,Dallas,"Wood,Wood Siding,Brick,Brick, Wood Siding,Wood Siding, Brick",2966.0,"Zoned,Has Cooling,Cooling-Central Air, Electric, A/C - Zone, Ceiling Fan(s),Ceiling Fan(s),Heating-Gas Heat Zone, Central,Electric,Central,Heating and Cooling,Fireplace(s),Has Heating,Central Air,Natural Gas",0.17,Acres,255.9,Sold,20954791,"Texas,Hackberry Creek Estates,Freeport/Hackberry",3.0,4.0,2.0,2.0,"Driveway,Carport,Attached Garage",457600.0,Single Family Dwelling,TX,Public,1994.0,"attached garage, carport, driveway",0
Norman,Cleveland County,"Brick Veneer,Frame,Brick,Mat/raft Foundation (slab)",2907.0,"Cooling-Geo-Thermal,Heating-Other Geothermal, Other,Geothermal,Central",2.63,Acres,180.6,For Sale,1178275,"Highland Hills 2,Oklahoma",3.0,3.0,1.0,3.0,Detached Garage,525000.0,Single Family Dwelling,OK,Public,1999.0,detached garage,0
Plainfield,Windham,Frame,6000.0,"Zoned,Ceiling Fan(s),None",4.61,Acres,164.17,For Sale,CTMLS 24025527,Illinois,1.0,3.892095357590966,1.0,20.317147192716238,Attached Garage,985000.0,Industrial,CT,Public,2024.0,attached garage,0
Lexington,Fayette,"Vinyl,Vinyl Siding",1284.0,"Has Cooling,Cooling-Heat Pump,Heating:Heat Pump2: Yes,Cooling: Yes,Heat Pump,Cooling: Heat Pump,Heating: Heat Pump,Heating and Cooling,Heating: Yes,Has Heating,Heating-Heat Pump",4722.0,Square Feet,225.78,Pending,25002285,"The Reserve at Eden,Thoroughbred Acres-Kingston,The Reserve At Eden,Lexington",2.0,3.0,1.0,1.0,"Driveway,Carport,Attached Garage",289900.0,Single Family Dwelling,KY,Public,2025.0,"attached garage, carport, driveway",1
Tucson,Pima County,Brick,1798.0,"Heating: Central Duct,Cooling: Cooling (Central)",6928.0,Square Feet,81.2,Pending,2324630,TUCSON,2.0,4.0,1.0,2.0,Carport,146000.0,Single Family Dwelling,AZ,Public,1963.0,carport,1
Tucson,Pima County,"Concrete Block,BLOCK,Concrete,CONCRETE BLOCK,CONCRETE",1577.0,"FORCED AIR,NONE,REFRIGERATOR,None",23625.0,Square Feet,25.27,Sold,21413351,"PIMA COUNTY,Arizona",2.0,3.0,1.0,1.0,"Carport,Attached Garage",121200.0,Single Family Dwelling,AZ,Public,1963.0,"attached garage, carport",1
WINNETKA,Cook,"WOOD,FRAME",5209.0,"CENTRAL,NONE",40200.0,Square Feet,232.87,Sold,11439577,Illinois,5.0,5.0,2.0,2.0,Attached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1962.0,attached garage,1
Albuquerque,bernalillo,Brick,1959.0,"Contact Manager,NONE,None",2552.0,Square Feet,177.75,Rental,985412,"East Albuquerque,Tijeras Arroyo,Albuquerque,Juan Tabo Hills",3.0,4.0,2.0,2.0,Attached Garage,321900.0,Single Family Dwelling,NM,Public,2021.0,attached garage,1
Nashville,Davidson,"MAT/RAFT FOUNDATION (SLAB),Brick,BRICK",1800.0,"CENTRAL,Electric,Central,NONE,Central Air",26136.0,Square Feet,233.33,For Sale,2924897,"Tennessee,Bluffs Of Cedarstone",3.0,2.0,1.0,2.0,Attached Garage,420000.0,Condo,TN,Public,2015.0,attached garage,1
Benicia,Solano,Stucco,1964.0,"Has Cooling,Central -1 Zone,Cooling-Central Air,Air Conditioning,Heating,Heating-Central,Central,Central Air",8276.0,Square Feet,476.07,For Sale,41102093,"SOUTHAMPTON,California",3.0,4.0,2.0,2.0,Attached Garage,935000.0,Single Family Dwelling,CA,Public,1989.0,attached garage,1
Philadelphia,philadelphia,"BRICK,Masonry,MASONRY/CONCRETE MASONRY UNITS (CMUS)",2868.0,"HVACHeating,Has Heating",2692.0,Square Feet,232.87,Sold,PAPH2410480,"Tacony,Pennsylvania",2.466245487364621,3.892095357590966,3.0,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,PA,Public,1940.0,attached garage,1
Winnetka,Cook,Brick,4205.0,Contact Manager,53400.0,Square Feet,523.19,Off Market,11307331,Illinois,3.5,4.0,2.0,2.0,"Detached Garage,Attached Garage",2200000.0,Single Family Dwelling,IL,Public,1923.0,"attached garage, detached garage",1
Central Islip,Suffolk County,Frame,1200.0,NONE,436.0,Square Feet,232.87,Pending,888470,Illinois,2.0,2.0,1.6356687898089173,20.317147192716238,Attached Garage,825493.9891451831,Condo,NY,Public,2017.0,attached garage,1
Pocono Lake,Monroe County,T1-11,864.0,"Baseboard,Heating only,Cooling-None,No Cooling,Electric,Heating-Electric Heating Baseboard,Has Heating,None",0.2,Acres,173.5,Off Market,PM-133299,"Lot 6 Blk 14 Sec 2,Arrowhead Lakes",1.0,2.0,1.0,4.0,"Carport,Attached Garage",149900.0,Single Family Dwelling,PA,Septic,1981.0,"attached garage, carport",0
Loudon,"Loudon County, TN","Frame,Vinyl,Vinyl Siding, Other, Brick, Block, Frame,Footing,Brick,Siding,Other",2182.0,"Fireplace Insert,Cooling: Central Cooling, Ceiling Fan(s),Yes,Heating: Central, Forced Air, Heat Pump, Propane, Electric,Electric,Cooling Y N: Yes,Central,Central Cooling,Central Air,HVACCooling,Air Conditioning,Heat Pump,Ceiling Fan(s), Central Cooling,Heating,HVACHeating,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Forced Air,Heating-Electric Heating, Propane, Other Heat Pump, Other, Central,Heating Yn: Yes,NONE,None,Propane",0.52,Acres,12.6,Off Market,2827857,"Loudon, TN,Loudon,Tennessee,Mialaquo Point",2.0,3.0,1.0,3.0,Attached Garage,640000.0,Single Family Dwelling,TN,Public,2024.0,attached garage,0
WINNETKA,Cook,Brick,6894.0,"Heating: Central Duct,Cooling: Cooling (Central)",1045.0,Square Feet,215.95,Off Market,11413102,Illinois,7.5,7.0,2.0,3.0,Attached Garage,1488727.0,Single Family Dwelling,IL,Public,1897.0,attached garage,1
Forest Park,Hamilton,"Brick,Other",2401.0,"Ceiling Fans,Heating-Gas Heat Forced Air,Gas,Forced Air,Cooling-Central Air, Gas, A/C - Other, Ceiling Fan(s),Central Air,Natural Gas,Other",0.32,Acres,145.77,For Sale,1848605,Illinois,3.5,4.0,2.0,2.0,"Driveway,Street",209700.0,Single Family Dwelling,OH,Public,1998.0,"driveway, street",0
Largo,Pinellas County,Cb Stucco/Cb Reclad,1384.0,"Heating: Central Duct,Cooling: Cooling (Central)",64820.14,Square Feet,232.87,Sold,W7837860,Illinois,2.0,3.892095357590966,1.0,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,FL,Public,1979.0,attached garage,1
Avoca,Luzerne,"VINYL,Drywall,Vinyl Siding,Vinyl Siding; Drywall",1400.0,"Baseboard,Heating only,Heating-Oil,Oil,No Cooling,Ceiling Fan(s),Heating-Gas Heat, Oil,Cooling-Ceiling Fan(s),Has Heating,NONE",26.0,Square Feet,150,Pending,25-3015,Illinois,1.0,2.0,1.0,20.317147192716238,"Driveway,Carport,Attached Garage",98000.0,Single Family Dwelling,PA,Public,1982.7783075089392,"attached garage, carport, driveway",1
Orinda,Contra Costa,"Wood,Wood Siding, Wood",3883.0,"Central -1 Zone,Cooling-Central Air,Heating-Gas Heat,Gas,Forced Air,Central Air,Natural Gas",33541.0,Acres,771.31,Pending,41102086,"Orinda,ORINDA PARK,California",4.0,5.0,1.0,3.0,"Street,Attached Garage",2995000.0,Single Family Dwelling,CA,Public,1968.0,"attached garage, street",0
Blanchard,Grady County,"Frame,Brick,Brick, Frame",2033.0,"Cooling System: Central Elec,Cooling-Central Air,Central Electric,Heating-Gas Heat, Electric Heating Central,Gas,Central,Central Gas,Central Air,Heating-Gas Heat Central",50965.0,Square Feet,172.16,For Sale,1179547,"Ridge Run Estates Ii,Ridge Run Estates 2",2.0,5.0,2.0,20.317147192716238,"Driveway,Attached Garage",348000.0,Single Family Dwelling,OK,Public,2021.0,"attached garage, driveway",1
Austin,Travis County,"Frame,HardiPlank Type,Masonry",1912.0,"Central,Central Air",43067.04824884569,Square Feet,232.87,Rental,ABORTX-3894687,Illinois,3.0,4.0,2.0,4.0,Attached Garage,2475.0,Townhouse,TX,Public,2018.0,attached garage,1
IRVING,Dallas County,"Pier/post and Beam,Brick Veneer,Frame,Brick",3387.0,"Zoned,Cooling-Central Air, Electric, A/C - Zone, Ceiling Fan(s),Ceiling Fan(s),Heating-Gas Heat Zone, Central,Electric,Central,Fireplace(s),Central Air,Natural Gas",0.26,Acres,236,Sold,NTREIS-20904360,"Texas,Hackberry Creek Estates",3.5,4.0,2.0,2.0,Attached Garage,877230.0,Single Family Dwelling,TX,Public,1997.0,attached garage,0
Philadelphia,Philadelphia,"Brick,Masonry/concrete Masonry Units (cmus),Masonry",1440.0,"Heating only,Oil,Cooling-None,Heating-Oil None, Radiators,Yes,No Cooling,Radiator,Has Heating,None",1750.0,Square Feet,198.61,Sold,PAPH2447046,"Mayfair west,Mayfair",1.0,3.0,2.0,1.0,"Driveway,Carport,Street,Attached Garage",78500.0,Single Family Dwelling,PA,Public,1950.0,"attached garage, carport, driveway, street",1
Somerset,Pulaski County,Brick,480.0,"Heating: Central Duct,Cooling: Cooling (Central)",0.45,Acres,81.04,Pending,25001176,"Towering Hills,Somerset",1.0,3.0,1.0,20.317147192716238,Driveway,38900.0,Single Family Dwelling,KY,Septic,1971.0,driveway,0
Tucson,Pima County,ADOBE,1320.0,"EVAPORATIVE,FORCED AIR",6281.0,Square Feet,126,For Sale,2115377,"Julia Keen,TUCSON",2.0,3.0,1.0,20.317147192716238,RV Parking,79900.0,Single Family Dwelling,AZ,Public,1970.0,rv parking,1
San Antonio,Bexar County,"Stucco,Other",1470.0,"Other Cooling,Central Gas",43067.04824884569,Square Feet,232.87,Rental,SABORTX-1850880,Illinois,1.0,3.0,1.0,20.317147192716238,Attached Garage,1350.0,Rental Unit,TX,Public,1950.0,attached garage,1
Clarksville,"Montgomery County, TN",Brick,1205.0,"Air Conditioning,Heat Pump,Ceiling Fan(s),Cooling-Central Air, Ceiling Fan(s),Electric,Heating-Central,Central,Heating and Cooling,Central Air",0.41,Acres,215.77,For Sale,2925089,Cardinal Acres,2.0,3.0,1.0,4.0,"Driveway,Attached Garage",50000.0,Single Family Dwelling,TN,Public,1966.0,"attached garage, driveway",0
Saint Petersburg,Pinellas County,"ALUMINUM/VINYL,FOOTING,WOOD FRAME,Frame Siding",624.0,"Heating: Unit/Space/Wall/Floor,Cooling: None,NONE",59980.13,Square Feet,841.35,Off Market,225031250,Illinois,3.0,3.892095357590966,2.0,20.317147192716238,Attached Garage,1050000.0,Multi-Family Dwelling,FL,Public,1920.0,attached garage,1
Glenpool,Tulsa County,"Brick, HardiPlank Type,Asphalt,Frame Siding/Brick/Stone Veneer,Brick,HardeePlank,Brick; HardiPlank Type; Wood Frame,Other",1788.0,"Has Cooling,Central AC,Cooling-Central Air, Gas, A/C - Other,Heating-Gas Heat None, Central,Gas,Central,Cool Air in Heat Ducts,Central Air,Natural Gas",0.24,Acres,173.38,For Sale,2529539,Glenn Hills,2.0,3.0,1.0,2.0,Attached Garage,310000.0,Single Family Dwelling,OK,Public,2021.0,attached garage,0
Warwick,Kent,"Dry Wall,Vinyl,Paneled,Vinyl Siding,Plaster",912.0,"Baseboard,Heating: Baseboard, Gas,Cooling Y N: No,Heating only,Heating,No Cooling,Gas,Cooling: None,Heating Yn: Yes,Has Heating,None,Heating-Gas Heat None, Baseboard,Natural Gas,Cooling-None, Gas",3049.0,Square Feet,356.25,For Sale,1311140,"Rhode Island,Longmeadow,Lockwood Corner",1.0,3.0,1.0,4.0,"Driveway,Carport,Attached Garage",369900.0,Single Family Dwelling,RI,Public,1915.0,"attached garage, carport, driveway",1
West Palm Beach,Palm Beach,"CBS Construction,Block,MSY: CB STUCCO,Concrete Block Construction,Concrete Block Construction; CBS Construction",2199.0,"Has Cooling,Air Condition Desc.:HTG and AC,Heat Fuel:ELECTRIC,Heat Type:FORCED AIR DUCT,Electric,CentralAir,Heating-Electric Heating Central,Central,Has Heating,Central Air,Cooling-Central Air, Electric",6500.0,Square Feet,386.08,Pending,A11817734,"RIVERWALK PL 4,West Palm Beach,River Walk,Palm Beach,RIVERWALK 4,Riverwalk Of The Palm Beaches,Riverwalk,Riverwalk 4,Florida,Riverwalk of the Palm Beaches",2.0,3.0,1.0,200.0,"Driveway,RV Parking,Attached Garage",387500.0,Single Family Dwelling,FL,Public,1998.0,"attached garage, driveway, rv parking",1
Houston,Harris County,Brick,1210.0,Central Electric,3.66,Acres,232.87,For Sale,61664286,Illinois,2.5,2.0,2.0,20.317147192716238,Attached Garage,1500.0,Townhouse,TX,Public,1972.0,attached garage,0
Austin,Travis County,Brick,1276.0,"Ceiling Fans,Ceiling Fan(s),Central Air",4800.0,Square Feet,232.87,Rental,ABORTX-6099068,Austin,2.0,3.0,1.0,6.0,Attached Garage,1950.0,Single Family Dwelling,TX,Public,2020.0,attached garage,1
Hollywood Hills West,Los Angeles,"Wood,Stone",4955.0,"Cooling-Central Air,Cooling: Central,Heating-Central,Heating: Central,Central,Central Air,HVACCooling",0.79,Acres,1006.05,For Sale,25567967,"Sunset Strip-Hollywood Hills West,Bel Air-Beverly Crest,West Los Angeles,West Hollywood,Beverly Glen,Beverly Crest,Los Angeles,Laurel Canyon,California,Central LA,Hollywood Hills West",6.0,5.0,2.0,200.0,"Driveway,Street,Attached Garage",3695000.0,Single Family Dwelling,CA,Public,1989.0,"attached garage, driveway, street",0
Knoxville,"Knox County, TN","Frame,Vinyl,Brick,Vinyl Siding, Brick, Frame,Vinyl Siding,WOOD SHINGLE,Siding,Other,Raised (unspecified)",2043.0,"Cooling: Central Cooling, Ceiling Fan(s),Yes,Electric,Central, Natural Gas, Electric,Cooling Y N: Yes,Heating-Central,Central,Central Air,Central Cooling,GRAVITY,HVACCooling,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Gas,Heating-Electric Heating Central,Forced Air,Heating Yn: Yes,Heating: Central, Natural Gas, Electric,Central Cooling, Ceiling Fan(s),Natural Gas",0.27,Acres,220.26,Sold,2827370,Creek Stone,3.0,4.0,1.0,2.0,Attached Garage,429000.0,Single Family Dwelling,TN,Public,2008.0,attached garage,0
Pawtucket,Providence,"Plaster,Vinyl Siding,Vinyl,Ceramic; Dry Wall; Plaster; Vinyl Siding,Plaster, Vinyl Siding,Plaster,Aluminum/vinyl",1668.0,"Baseboard,Heating only,Hot Water,Oil,Heating-Oil, Hot Water None, Baseboard,Cooling-None,None",4356.0,Square Feet,235.01,For Sale,1389777,"Rhode Island,DARLINGTON,Darlington,Slater Park",1.0,2.0,1.0,4.0,"Street,Attached Garage",399900.0,Single Family Dwelling,RI,Public,1949.0,"attached garage, street",1
Knoxville,"Knox County, TN","Frame,Vinyl,Wood,Vinyl Siding,Other",720.0,"Cooling-Central Air,Gas,Electric,Forced Air,Central,Central Cooling,Central Air,Heating-Electric Heating, Other Other, Central",0.64,Acres,147.92,Sold,2827570,Knox County - 1,1.0,2.0,1.0,20.317147192716238,Attached Garage,106500.0,Other,TN,Public,1975.0,attached garage,0
WINNETKA,Lee County,Brick,2327.0,"Heating: Central Duct,Cooling: Cooling (Central)",12750.0,Square Feet,232.87,Pending,11248981,Illinois,2.5,4.0,2.0,2.0,Detached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1967.0,detached garage,1
HOLLYWOOD,Lee County,"STEM WALL,C.B. STUCCO",1404.0,"Heating: Central Duct,Cooling: Cooling (Central)",6202.0,Square Feet,51.99,Pending,RX-10806002,"51410103,Florida,Playland",1.0,3.0,1.0,20.317147192716238,Attached Garage,100.0,Single Family Dwelling,FL,Public,1964.0,attached garage,1
WINNETKA,Cook,Brick,5584.0,"Heating: Central Duct,Cooling: Cooling (Central)",24704.0,Square Feet,426.07,Sold,11005349,"Winnetka,Illinois,North Shore",4.5,4.0,2.0,6.0,"Driveway,Detached Garage,Attached Garage",2599000.0,Single Family Dwelling,IL,Public,1990.0,"attached garage, detached garage, driveway",1
Overland Park,"Johnson, KS","Stucco,Stone Trim; Stucco and Frame,Foundation,Frame,Stone,Stucco,Stone",4999.0,"Cooling-Electric, Ceiling Fan(s),Heating-Forced Air,Electric,Forced Air,None",26166.0,Square Feet,193.04,For Sale,2561552,"Wilshire Farms,Kansas",6.0,5.0,2.0,3.0,Attached Garage,965000.0,Single Family Dwelling,KS,Public,2011.0,attached garage,1
Georgetown,Sussex County,"Wood,Wood Frame,Masonry (unspecified),Frame, Metal Siding",1320.0,"Zoned,Baseboard,Wall Unit,Baseboard - Electric,Heating,Ductless,HVACHeating,Electric,Central A/C,Central,Central Air,Ductless/Mini-Split",37462.0,Square Feet,265.08,For Sale,DESU2089934,Delaware,2.0,3.0,2.0,4.0,"Driveway,Attached Garage",349900.0,Single Family Dwelling,DE,Septic,2015.0,"attached garage, driveway",1
Knoxville,"Knox County, TN","Frame,Brick,Other",1858.0,"Yes,Electric,Ceiling,Cooling Y N: Yes,Heating-Central,Central,Central Air,Central Cooling,Heating-Electric Heating, Other Other, Central,HVACCooling,Heating: Central, Forced Air, Natural Gas, Electric,Central, Forced Air, Natural Gas, Electric,Cooling-Central Air,Cooling-Central Air, Ceiling Fan(s),Gas,Forced Air,Heating Yn: Yes,Natural Gas,Cooling: Central Cooling",0.14,Acres,180.3,Sold,2827366,"Tennessee,Peterson Place S/D Resub,Knox County - 1,Halls,Peterson Place S/d Resub",2.0,2.0,1.0,2.0,Attached Garage,369000.0,Condo,TN,Public,1997.0,attached garage,0
Pflugerville,Travis County,"Brick Veneer,Brick Trim/Veneer,Wood Frame,Mat/raft Foundation (slab)",2102.0,"Exhaust Fan,Yes,Electric,Central,Central Air,Heating-Gas Heat, Electric Heating,HVACCooling,Cooling-Central Air,Air Conditioning,HVACHeating,Gas,Forced Air,Heating and Cooling,Natural Gas",7079.0,Square Feet,193.1,Pending,ABORTX-5644331,"Pflugerville,Pf,Texas,Settlers Meadow,Northeast Austin,Settlers Meadow Sec 03",2.5,4.0,2.0,4.0,Attached Garage,825493.9891451831,Single Family Dwelling,TX,Public,2002.0,attached garage,1
Lindenhurst,Suffolk County,"Brick; Vinyl Siding,Vinyl,Brick, Vinyl Siding,Brick,Brick,Vinyl Siding",1784.0,"Has Cooling,Heating-Oil,Oil,Cooling-Window/Wall Unit, Ceiling Fan(s),NONE,Wall/Window Unit(s)",5001.0,Square Feet,130,For Sale,888756,Illinois,2.0,4.0,2.0,4.0,Driveway,649990.0,Single Family Dwelling,NY,Public,1972.0,driveway,1
ST PETERSBURG,Pinellas County,"Stucco,Concrete Block,STUCCO,Footing,FOOTING,Masonry/concrete Masonry Units (cmus),MASONRY/CONCRETE MASONRY UNITS (CMUS),CONCRETE BLOCK,Concrete Blocks",904.0,"Heating: Unit/Space/Wall/Floor,OTHER,HVACHeating,Floor/wall Furnace,Cooling: None,NONE,Ac.package,None",59980.13,Square Feet,415.34,Off Market,225031250,"Edgemoor,Uptown St Petersburg",5.0,3.892095357590966,2.0,20.317147192716238,Attached Garage,650000.0,Apartment,FL,Public,1950.0,attached garage,1
Philadelphia,philadelphia,"BRICK,MASONRY/CONCRETE MASONRY UNITS (CMUS)",1280.0,"Hot Water,HOT WATER",1750.0,Square Feet,113.28,Off Market,PAPH2406736,"Mayfair,Pennsylvania",1.0,3.0,2.0,1.0,Attached Garage,145000.0,Single Family Dwelling,PA,Public,1945.0,attached garage,1
ST PETERSBURG,Pinellas County,Brick,3420.266589057043,"Heating: Central Duct,Cooling: Cooling (Central)",59980.13,Square Feet,232.87,Off Market,U8132324,St Petersburg,0.0,3.892095357590966,1.6356687898089173,20.317147192716238,Attached Garage,145000.0,Land,FL,Public,1932.0,attached garage,1
Saint Petersburg,Pinellas County,Frame/Custom Wood,756.0,"Heating: Central Duct,Ceiling Fan,Cooling: Cooling (Central),Fireplace",21210.04,Square Feet,400,Sold,T3402541,Historic Uptown,2.0,2.0,1.0,20.317147192716238,Attached Garage,400000.0,Single Family Dwelling,FL,Public,1925.0,attached garage,1
West Palm Beach,Palm Beach,"CONCRETE BLOCKS,Block",0.0,"Central,NONE,Central Air",365.0,Acres,232.87,Sold,R10166947,"Palm Beach,Florida",1.0,2.0,1.0,20.317147192716238,Attached Garage,59900.0,Townhouse,FL,Public,1981.0,attached garage,0
Selden,Suffolk County,Block,1689.0,"Heating-Oil,Oil,Cooling-Window/Wall Unit,Wall/Window Unit(s)",10454.0,Square Feet,367.08,For Sale,885570,New York,2.0,4.0,1.0,1.0,Attached Garage,619999.0,Single Family Dwelling,NY,Public,1967.0,attached garage,1
Ellicott City,Howard,Brick,1500.0,"Heating: Central Duct,Cooling: Cooling (Central)",0.48,Acres,393.33,Coming Soon,MDHW2056836,"NORMANDY HEIGHTS,Ellicott City,Maryland",2.0,3.0,1.0,2.0,"Driveway,Street,Detached Garage",320000.0,Single Family Dwelling,MD,Public,1940.0,"detached garage, driveway, street",0
Valley Stream,Nassau County,Frame,941.0,"Cooling-Central Air,Heating-Forced Air,Forced Air,Central Air",43067.04824884569,Square Feet,526.04,For Sale,889438,Illinois,2.0,2.0,1.0,1.0,Assigned,278108.0,Condo,NY,Public,2011.0,assigned,1
Seymour,"Sevier County, TN","Brick,Frame,Vinyl,Footing,Brick,FOOTING,BRICK,Other",1382.0,"Yes,Electric,Central,Central Cooling,HVACCooling,Heating-Electric Heating Heat Pump, Central,AC.PACKAGE,Central Furnace,Heat Pump,HVACHeating,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Central A/C",0.75,Acres,220.92,Off Market,2827973,"Clarksville, TN,County Line,Tennessee,Sevier County - 27,Seymour",1.5,3.0,1.0,2.0,Attached Garage,285000.0,Single Family Dwelling,TN,Septic,1974.0,attached garage,0
Seymour,"Sevier County, TN","Brick,Frame,Vinyl,Footing,Brick,FOOTING,BRICK,Other",1382.0,"Yes,Electric,Central,Central Cooling,HVACCooling,Heating-Electric Heating Heat Pump, Central,AC.PACKAGE,Central Furnace,Heat Pump,HVACHeating,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Central A/C",0.75,Acres,220.92,Off Market,2827973,"Clarksville, TN,County Line,Tennessee,Sevier County - 27,Seymour",1.5,3.0,1.0,2.0,Attached Garage,285000.0,Single Family Dwelling,TN,Private,1974.0,attached garage,0
Ronkonkoma,Suffolk County,"Frame,Vinyl,ALUMINUM/VINYL,Vinyl Siding",2485.0,"Has Cooling,Cooling-Central Air,Hot Water,Oil, CentralAir,Heating and Cooling,Heating-Oil, Hot Water,Has Heating,NONE,Central Air",7841.0,Square Feet,221.33,For Sale,889245,"New York,Lake Ronkonkoma,Lakeland",3.0,4.0,2.0,1.0,"Driveway,Carport,Attached Garage",549999.0,Single Family Dwelling,NY,Public,1960.0,"attached garage, carport, driveway",1
WINNETKA,Cook,Brick,6164.0,"Cooling-Central Air,Heating-Gas Heat Radiant, Radiators, Forced Air",11375.0,Square Feet,551.59,Sold,11793375,"Winnetka,Glencoe,Illinois",5.0,6.0,2.0,3.0,Attached Garage,3400000.0,Single Family Dwelling,IL,Public,1935.0,attached garage,1
Maryville,"Blount County, TN","Frame,SIDING,Wood Siding, Brick, Frame,Footing,Brick,Frame,Wood Siding,Wood,NO FOUNDATION,Brick,FOOTING,Siding,Other",1372.0,"Yes,Electric,True,Central,Central Cooling,Central Air,HVACCooling,Cooling-Central Air,Central,Electric,Air Conditioning,HVACHeating,Heating-Electric Heating Central,Heating and Cooling,NONE,None,Other",0.25,Acres,149.05,Sold,2827411,"Tennessee,Sunset View,Maryville",2.0,3.0,1.0,1.0,"Carport,Attached Garage",204500.0,Single Family Dwelling,TN,Public,1951.0,"attached garage, carport",0
TUCSON,Pima County,"SIDING,STEEL FRAME",600.0,NONE,10033.0,Square Feet,118.15,Off Market,22221793,"PIMA COUNTY,Summit",2.466245487364621,3.892095357590966,1.0,20.317147192716238,Attached Garage,46550.0,Mobile Home,AZ,Public,1960.0,attached garage,1
West Mifflin,Lee County,Brick,1068.0,"Gas,Forced Air,Central Air",6500.0,Square Feet,232.87,Pending,549572,Pennsylvania,1.5,3.0,1.0,1.0,Attached Garage,84000.0,Single Family Dwelling,PA,Public,1971.0,attached garage,1
Westbury,Nassau County,"WOOD,Brick,FRAME",2800.0,"Cooling-Central Air,Heating-Gas Heat Forced Air,CENTRAL,GAS,Forced Air,Central Air,Natural Gas",309633.0,Square Feet,427.86,For Sale,891184,New York,3.0,2.0,2.0,2.0,Attached Garage,274800.0,Condo,NY,Public,2006.0,attached garage,1
